dataset,backbone,combination,seed,method,budget,trajectory_regime,tasks,used,coverage,auroc,aupr,mean_trajectories,webshop_bucket_variant
strategyqa,qwen35,strategyqa-qwen35,101,SD,4,complete_z16_ordered_prefix,687,687,1.0,0.7675474254742548,0.24440421320884825,4.0,
strategyqa,qwen35,strategyqa-qwen35,101,SD,6,complete_z16_ordered_prefix,687,687,1.0,0.7613369467028004,0.25666082410805485,6.0,
strategyqa,qwen35,strategyqa-qwen35,101,SD,8,complete_z16_ordered_prefix,687,687,1.0,0.772877145438121,0.27173799095162227,8.0,
strategyqa,qwen35,strategyqa-qwen35,101,SD,12,complete_z16_ordered_prefix,687,687,1.0,0.7857723577235772,0.28584867142936776,12.0,
strategyqa,qwen35,strategyqa-qwen35,101,SD,16,complete_z16_ordered_prefix,687,687,1.0,0.8078816621499548,0.3183272198584501,16.0,
strategyqa,qwen35,strategyqa-qwen35,101,SE,3,complete_z16_ordered_prefix,687,687,1.0,0.8100722673893406,0.29865777933389664,3.0,
strategyqa,qwen35,strategyqa-qwen35,101,SE,4,complete_z16_ordered_prefix,687,687,1.0,0.804516711833785,0.2964539536530651,4.0,
strategyqa,qwen35,strategyqa-qwen35,101,SE,6,complete_z16_ordered_prefix,687,687,1.0,0.8249322493224932,0.36138516235566476,6.0,
strategyqa,qwen35,strategyqa-qwen35,101,SE,8,complete_z16_ordered_prefix,687,687,1.0,0.8314814814814815,0.37934534715149576,8.0,
strategyqa,qwen35,strategyqa-qwen35,101,SE,12,complete_z16_ordered_prefix,687,687,1.0,0.8415085817524842,0.3946047569753665,12.0,
strategyqa,qwen35,strategyqa-qwen35,101,SE,16,complete_z16_ordered_prefix,687,687,1.0,0.8515582655826559,0.424542595365159,16.0,
strategyqa,qwen35,strategyqa-qwen35,101,SNNE,3,complete_z16_ordered_prefix,687,686,0.9985443959243085,0.6325665038002173,0.15853144608813544,3.0,
strategyqa,qwen35,strategyqa-qwen35,101,SNNE,4,complete_z16_ordered_prefix,687,686,0.9985443959243085,0.6759070756424177,0.17673808381716546,4.0,
strategyqa,qwen35,strategyqa-qwen35,101,SNNE,6,complete_z16_ordered_prefix,687,686,0.9985443959243085,0.7125294064422728,0.21590933346391344,6.0,
strategyqa,qwen35,strategyqa-qwen35,101,SNNE,8,complete_z16_ordered_prefix,687,686,0.9985443959243085,0.7381582519001086,0.25097467566272375,8.0,
strategyqa,qwen35,strategyqa-qwen35,101,SNNE,12,complete_z16_ordered_prefix,687,686,0.9985443959243085,0.7943019363011221,0.26593025916833535,12.0,
strategyqa,qwen35,strategyqa-qwen35,101,SNNE,16,complete_z16_ordered_prefix,687,686,0.9985443959243085,0.8096724574737604,0.2977054714005466,16.0,
strategyqa,qwen35,strategyqa-qwen35,101,SentSAR,3,complete_z16_ordered_prefix,687,687,1.0,0.8003613369467029,0.3914351314127916,3.0,
strategyqa,qwen35,strategyqa-qwen35,101,SentSAR,4,complete_z16_ordered_prefix,687,687,1.0,0.7942411924119241,0.39564732706535916,4.0,
strategyqa,qwen35,strategyqa-qwen35,101,SentSAR,6,complete_z16_ordered_prefix,687,687,1.0,0.8145438121047877,0.441401549942409,6.0,
strategyqa,qwen35,strategyqa-qwen35,101,SentSAR,8,complete_z16_ordered_prefix,687,687,1.0,0.8227642276422765,0.4625196820522439,8.0,
strategyqa,qwen35,strategyqa-qwen35,101,SentSAR,12,complete_z16_ordered_prefix,687,687,1.0,0.8242095754290877,0.4765926147352478,12.0,
strategyqa,qwen35,strategyqa-qwen35,101,SentSAR,16,complete_z16_ordered_prefix,687,687,1.0,0.8263550135501355,0.4725545394998228,16.0,
strategyqa,qwen35,strategyqa-qwen35,101,UProp,3,strict_z8_n4_prefix,687,687,1.0,0.7847786811201445,0.3029869901047716,3.0,
strategyqa,qwen35,strategyqa-qwen35,101,UProp,4,strict_z8_n4_prefix,687,687,1.0,0.7817299006323397,0.3104143580100217,4.0,
strategyqa,qwen35,strategyqa-qwen35,101,UProp,6,strict_z8_n4_prefix,687,687,1.0,0.8085591689250226,0.4004636212231956,6.0,
strategyqa,qwen35,strategyqa-qwen35,101,UProp,8,strict_z8_n4_prefix,687,687,1.0,0.814182475158085,0.39761691889873974,8.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,BSE-Ciosek-Adaptive,3,complete_z16_ordered_prefix,687,687,1.0,0.6575926904779884,0.14664968140305662,3.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,BSE-Ciosek-Adaptive,4,complete_z16_ordered_prefix,687,687,1.0,0.7097334440836669,0.19819988226734592,4.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,BSE-Ciosek-Adaptive,6,complete_z16_ordered_prefix,687,687,1.0,0.766857962697274,0.23886093635585365,6.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,BSE-Ciosek-Adaptive,8,complete_z16_ordered_prefix,687,687,1.0,0.8009136902514535,0.24585426228459667,8.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,BSE-Ciosek-Adaptive,12,complete_z16_ordered_prefix,687,687,1.0,0.8704976213848826,0.3008267664267607,12.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,BSE-Ciosek-Adaptive,16,complete_z16_ordered_prefix,687,687,1.0,0.8418409725892925,0.3492010009211842,16.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,BSE-Ciosek-Fixed,3,complete_z16_ordered_prefix,687,687,1.0,0.631692214754965,0.13482463667089173,3.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,BSE-Ciosek-Fixed,4,complete_z16_ordered_prefix,687,687,1.0,0.6661632560598052,0.21981740496301294,4.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,BSE-Ciosek-Fixed,6,complete_z16_ordered_prefix,687,687,1.0,0.7984218077474893,0.2531879502982946,6.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,BSE-Ciosek-Fixed,8,complete_z16_ordered_prefix,687,687,1.0,0.834025522917768,0.3134691800079099,8.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,BSE-Ciosek-Fixed,12,complete_z16_ordered_prefix,687,687,1.0,0.8261345616552142,0.3122803645634224,12.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,BSE-Ciosek-Fixed,16,complete_z16_ordered_prefix,687,687,1.0,0.8418409725892925,0.3492010009211842,16.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,CoCoA-MaxProb,3,complete_z16_ordered_prefix,687,687,1.0,0.7153968134108586,0.1548909424901135,3.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,CoCoA-MaxProb,4,complete_z16_ordered_prefix,687,687,1.0,0.7643660801933096,0.20191949069715184,4.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,CoCoA-MaxProb,6,complete_z16_ordered_prefix,687,687,1.0,0.8275692818847693,0.23543194831289663,6.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,CoCoA-MaxProb,8,complete_z16_ordered_prefix,687,687,1.0,0.8443139771954995,0.2560243566280378,8.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,CoCoA-MaxProb,12,complete_z16_ordered_prefix,687,687,1.0,0.8501661255002644,0.2525365553326813,12.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,CoCoA-MaxProb,16,complete_z16_ordered_prefix,687,687,1.0,0.8570754360794383,0.24743894877372458,16.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,CoCoA-PPL,3,complete_z16_ordered_prefix,687,687,1.0,0.736049233557351,0.17045577990318794,3.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,CoCoA-PPL,4,complete_z16_ordered_prefix,687,687,1.0,0.7748244355508572,0.20676331419246913,4.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,CoCoA-PPL,6,complete_z16_ordered_prefix,687,687,1.0,0.8319489541644642,0.24198319927058534,6.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,CoCoA-PPL,8,complete_z16_ordered_prefix,687,687,1.0,0.8456543079362682,0.2558959810939804,8.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,CoCoA-PPL,12,complete_z16_ordered_prefix,687,687,1.0,0.8502227591935362,0.25430644219168835,12.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,CoCoA-PPL,16,complete_z16_ordered_prefix,687,687,1.0,0.8550555010194064,0.24701035553989603,16.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,Degree,3,strict_z8_n4_prefix,687,687,1.0,0.7990825341689949,0.1829110289350597,3.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,Degree,4,strict_z8_n4_prefix,687,687,1.0,0.8034433285509326,0.1941959486019642,4.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,Degree,6,strict_z8_n4_prefix,687,687,1.0,0.8331760175186891,0.2627266483710702,6.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,Degree,8,strict_z8_n4_prefix,687,687,1.0,0.8425016990107982,0.27240861483499146,8.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,EigV,3,complete_z16_ordered_prefix,687,687,1.0,0.6831156082458658,0.16575158307890842,3.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,EigV,4,complete_z16_ordered_prefix,687,687,1.0,0.673374613003096,0.19561297764020938,4.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,EigV,6,complete_z16_ordered_prefix,687,687,1.0,0.8160915200483274,0.2703593134531879,6.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,EigV,8,complete_z16_ordered_prefix,687,687,1.0,0.8272294797251378,0.34606164224030855,8.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,EigV,12,complete_z16_ordered_prefix,687,687,1.0,0.8354224873518085,0.292188300226198,12.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,EigV,16,complete_z16_ordered_prefix,687,687,1.0,0.8470323944725515,0.298129518487496,16.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,KLE,3,complete_z16_ordered_prefix,687,687,1.0,0.6849090085328098,0.14347744218141978,3.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,KLE,4,complete_z16_ordered_prefix,687,687,1.0,0.7287246092275165,0.19099845948263652,4.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,KLE,6,complete_z16_ordered_prefix,687,687,1.0,0.8005172543985501,0.23128818938271078,6.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,KLE,8,complete_z16_ordered_prefix,687,687,1.0,0.8271350902363513,0.2963597905807912,8.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,KLE,12,complete_z16_ordered_prefix,687,687,1.0,0.8452956278788794,0.37835578748156573,12.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,KLE,16,complete_z16_ordered_prefix,687,687,1.0,0.8649097636487201,0.38264222364807,16.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,LS,3,complete_z16_ordered_prefix,687,687,1.0,0.7990825341689949,0.1829110289350597,3.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,LS,4,complete_z16_ordered_prefix,687,687,1.0,0.8035188401419617,0.19428967950356096,4.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,LS,6,complete_z16_ordered_prefix,687,687,1.0,0.8331948954164465,0.26275732792314865,6.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,LS,8,complete_z16_ordered_prefix,687,687,1.0,0.8425016990107981,0.27240861483499146,8.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,LS,12,complete_z16_ordered_prefix,687,687,1.0,0.8630219738729895,0.2772735422111577,12.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,LS,16,complete_z16_ordered_prefix,687,687,1.0,0.8717058068413501,0.287665274952355,16.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,MC-OE,3,complete_z16_ordered_prefix,687,687,1.0,0.6825870271086611,0.1393998512357048,3.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,MC-OE,4,complete_z16_ordered_prefix,687,687,1.0,0.725798535075134,0.1838462546253104,4.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,MC-OE,6,complete_z16_ordered_prefix,687,687,1.0,0.799762138488258,0.22332871800333723,6.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,MC-OE,8,complete_z16_ordered_prefix,687,687,1.0,0.8246243298346296,0.27459376142924563,8.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,MC-OE,12,complete_z16_ordered_prefix,687,687,1.0,0.8373291550252964,0.29840806316747953,12.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,MC-OE,16,complete_z16_ordered_prefix,687,687,1.0,0.8595673185834025,0.33280302911674137,16.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,PE,3,complete_z16_ordered_prefix,687,687,1.0,0.8011402250245412,0.1778056695060903,3.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,PE,4,complete_z16_ordered_prefix,687,687,1.0,0.8059729668504115,0.17942016741876604,4.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,PE,6,complete_z16_ordered_prefix,687,687,1.0,0.8186966699388355,0.2204651165660751,6.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,PE,8,complete_z16_ordered_prefix,687,687,1.0,0.8256437363135242,0.2457881068804182,8.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,PE,12,complete_z16_ordered_prefix,687,687,1.0,0.838669485766065,0.27678552392661704,12.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,PE,16,complete_z16_ordered_prefix,687,687,1.0,0.8470135165747943,0.2704261273053781,16.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,PPL,3,complete_z16_ordered_prefix,687,687,1.0,0.7178509401193084,0.13094706288544178,3.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,PPL,4,complete_z16_ordered_prefix,687,687,1.0,0.7394472551536662,0.12966230947337898,4.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,PPL,6,complete_z16_ordered_prefix,687,687,1.0,0.7623272672355206,0.139445744066083,6.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,PPL,8,complete_z16_ordered_prefix,687,687,1.0,0.7647058823529412,0.14385626489803716,8.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,PPL,12,complete_z16_ordered_prefix,687,687,1.0,0.7670089858793325,0.1326034847655193,12.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,PPL,16,complete_z16_ordered_prefix,687,687,1.0,0.7581363739333987,0.12641436878244636,16.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SAUP,16,complete_z16_endpoint_only,687,687,1.0,0.8550555010194065,0.29991422057502765,16.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SD,3,complete_z16_ordered_prefix,687,687,1.0,0.7268745752473005,0.10683663128563137,3.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SD,4,complete_z16_ordered_prefix,687,687,1.0,0.7224382692743336,0.11478979387535024,4.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SD,6,complete_z16_ordered_prefix,687,687,1.0,0.7357849429887487,0.1283242651756849,6.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SD,8,complete_z16_ordered_prefix,687,687,1.0,0.7599108963225856,0.15274810314668266,8.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SD,12,complete_z16_ordered_prefix,687,687,1.0,0.7819036472098466,0.16610620776914956,12.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SD,16,complete_z16_ordered_prefix,687,687,1.0,0.8074076870799667,0.18530480282561715,16.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SE,3,complete_z16_ordered_prefix,687,687,1.0,0.7818470135165747,0.1645198086755006,3.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SE,4,complete_z16_ordered_prefix,687,687,1.0,0.7854338140904629,0.16733536638748778,4.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SE,6,complete_z16_ordered_prefix,687,687,1.0,0.8019330967303481,0.19475964966571693,6.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SE,8,complete_z16_ordered_prefix,687,687,1.0,0.8222834705127238,0.22062659402145912,8.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SE,12,complete_z16_ordered_prefix,687,687,1.0,0.8477686324850864,0.2881043392534376,12.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SE,16,complete_z16_ordered_prefix,687,687,1.0,0.860643358755569,0.3003925068530128,16.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SNNE,3,complete_z16_ordered_prefix,687,687,1.0,0.6818130333006116,0.1393998512357048,3.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SNNE,4,complete_z16_ordered_prefix,687,687,1.0,0.7250622970625991,0.18046751953925821,4.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SNNE,6,complete_z16_ordered_prefix,687,687,1.0,0.7986672204183342,0.2179702553278014,6.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SNNE,8,complete_z16_ordered_prefix,687,687,1.0,0.8247187193234161,0.2742344389045787,8.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SNNE,12,complete_z16_ordered_prefix,687,687,1.0,0.8377444687759571,0.30750083685849666,12.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SNNE,16,complete_z16_ordered_prefix,687,687,1.0,0.8609265272219285,0.3312031001360801,16.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SentSAR,3,complete_z16_ordered_prefix,687,687,1.0,0.6963301366759798,0.14058460504297277,3.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SentSAR,4,complete_z16_ordered_prefix,687,687,1.0,0.7066752246469833,0.15797997038975534,4.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SentSAR,6,complete_z16_ordered_prefix,687,687,1.0,0.7530770973344408,0.1679139153851966,6.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SentSAR,8,complete_z16_ordered_prefix,687,687,1.0,0.7701804727025598,0.16941337309965857,8.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SentSAR,12,complete_z16_ordered_prefix,687,687,1.0,0.7918900551234614,0.19336709105790914,12.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,SentSAR,16,complete_z16_ordered_prefix,687,687,1.0,0.8223967378992676,0.2085181010089986,16.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,UProp,3,strict_z8_n4_prefix,687,687,1.0,0.7960431926300687,0.17063619537979582,3.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,UProp,4,strict_z8_n4_prefix,687,687,1.0,0.8042739560522539,0.17932969218192582,4.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,UProp,6,strict_z8_n4_prefix,687,687,1.0,0.8173752170958242,0.22054866749548818,6.0,
strategyqa,gptoss20b,strategyqa-gptoss20b,101,UProp,8,strict_z8_n4_prefix,687,687,1.0,0.8270784565430793,0.23309141028693467,8.0,
dbbench,gemma3,dbbench-gemma3,202,BSE-Ciosek-Adaptive,3,complete_z16_ordered_prefix,300,300,1.0,0.6081319414652748,0.7049079482883235,3.0,
dbbench,gemma3,dbbench-gemma3,202,BSE-Ciosek-Adaptive,4,complete_z16_ordered_prefix,300,300,1.0,0.6318222984889652,0.7152027126047409,4.0,
dbbench,gemma3,dbbench-gemma3,202,BSE-Ciosek-Adaptive,6,complete_z16_ordered_prefix,300,300,1.0,0.6486963153629819,0.7536328603246005,6.0,
dbbench,gemma3,dbbench-gemma3,202,BSE-Ciosek-Adaptive,8,complete_z16_ordered_prefix,300,300,1.0,0.6594689928023261,0.7672631204052957,8.0,
dbbench,gemma3,dbbench-gemma3,202,BSE-Ciosek-Adaptive,12,complete_z16_ordered_prefix,300,300,1.0,0.6718146718146718,0.7604281478733258,12.0,
dbbench,gemma3,dbbench-gemma3,202,BSE-Ciosek-Adaptive,16,complete_z16_ordered_prefix,300,300,1.0,0.6634729968063301,0.7730676504871632,16.0,
dbbench,gemma3,dbbench-gemma3,202,BSE-Ciosek-Fixed,3,complete_z16_ordered_prefix,300,300,1.0,0.6028886028886028,0.7277848108127054,3.0,
dbbench,gemma3,dbbench-gemma3,202,BSE-Ciosek-Fixed,4,complete_z16_ordered_prefix,300,300,1.0,0.6509843176509843,0.7657773350447061,4.0,
dbbench,gemma3,dbbench-gemma3,202,BSE-Ciosek-Fixed,6,complete_z16_ordered_prefix,300,300,1.0,0.6681920015253349,0.7817985032182808,6.0,
dbbench,gemma3,dbbench-gemma3,202,BSE-Ciosek-Fixed,8,complete_z16_ordered_prefix,300,300,1.0,0.6833500166833499,0.7905299005913808,8.0,
dbbench,gemma3,dbbench-gemma3,202,BSE-Ciosek-Fixed,12,complete_z16_ordered_prefix,300,300,1.0,0.6698603365270032,0.7785107980558612,12.0,
dbbench,gemma3,dbbench-gemma3,202,BSE-Ciosek-Fixed,16,complete_z16_ordered_prefix,300,300,1.0,0.6634729968063301,0.7730676504871632,16.0,
dbbench,gemma3,dbbench-gemma3,202,CoCoA-MaxProb,3,complete_z16_ordered_prefix,300,300,1.0,0.6802993469660136,0.7908025985051201,3.0,
dbbench,gemma3,dbbench-gemma3,202,CoCoA-MaxProb,4,complete_z16_ordered_prefix,300,300,1.0,0.7060393727060393,0.8027954556194492,4.0,
dbbench,gemma3,dbbench-gemma3,202,CoCoA-MaxProb,6,complete_z16_ordered_prefix,300,300,1.0,0.7043710377043709,0.803968500773313,6.0,
dbbench,gemma3,dbbench-gemma3,202,CoCoA-MaxProb,8,complete_z16_ordered_prefix,300,300,1.0,0.6988893655560322,0.7991981969894808,8.0,
dbbench,gemma3,dbbench-gemma3,202,CoCoA-MaxProb,12,complete_z16_ordered_prefix,300,300,1.0,0.6956480289813622,0.7936314996126181,12.0,
dbbench,gemma3,dbbench-gemma3,202,CoCoA-MaxProb,16,complete_z16_ordered_prefix,300,300,1.0,0.6981743648410315,0.7952565687272981,16.0,
dbbench,gemma3,dbbench-gemma3,202,CoCoA-PPL,3,complete_z16_ordered_prefix,300,300,1.0,0.6541779875113208,0.7676775648735354,3.0,
dbbench,gemma3,dbbench-gemma3,202,CoCoA-PPL,4,complete_z16_ordered_prefix,300,300,1.0,0.6760093426760094,0.7817534397545052,4.0,
dbbench,gemma3,dbbench-gemma3,202,CoCoA-PPL,6,complete_z16_ordered_prefix,300,300,1.0,0.6633776633776634,0.7755314388579182,6.0,
dbbench,gemma3,dbbench-gemma3,202,CoCoA-PPL,8,complete_z16_ordered_prefix,300,300,1.0,0.6580389913723247,0.7671170390286808,8.0,
dbbench,gemma3,dbbench-gemma3,202,CoCoA-PPL,12,complete_z16_ordered_prefix,300,300,1.0,0.6567996567996567,0.7653889700732666,12.0,
dbbench,gemma3,dbbench-gemma3,202,CoCoA-PPL,16,complete_z16_ordered_prefix,300,300,1.0,0.658086658086658,0.768630295417535,16.0,
dbbench,gemma3,dbbench-gemma3,202,Degree,3,strict_z8_n4_prefix,300,300,1.0,0.5139663472996806,0.6649474397408088,3.0,
dbbench,gemma3,dbbench-gemma3,202,Degree,4,strict_z8_n4_prefix,300,300,1.0,0.5272891939558606,0.6717376797225953,4.0,
dbbench,gemma3,dbbench-gemma3,202,Degree,6,strict_z8_n4_prefix,300,300,1.0,0.5429715429715429,0.6837171411686158,6.0,
dbbench,gemma3,dbbench-gemma3,202,Degree,8,strict_z8_n4_prefix,300,300,1.0,0.5534582201248868,0.6919279317823279,8.0,
dbbench,gemma3,dbbench-gemma3,202,EigV,3,complete_z16_ordered_prefix,300,300,1.0,0.6070356070356071,0.7284825154398551,3.0,
dbbench,gemma3,dbbench-gemma3,202,EigV,4,complete_z16_ordered_prefix,300,300,1.0,0.6553458220124886,0.7581601412955508,4.0,
dbbench,gemma3,dbbench-gemma3,202,EigV,6,complete_z16_ordered_prefix,300,300,1.0,0.6682396682396683,0.7915199799272071,6.0,
dbbench,gemma3,dbbench-gemma3,202,EigV,8,complete_z16_ordered_prefix,300,300,1.0,0.6930263596930264,0.8050734628417836,8.0,
dbbench,gemma3,dbbench-gemma3,202,EigV,12,complete_z16_ordered_prefix,300,300,1.0,0.7126173792840459,0.8080406941896157,12.0,
dbbench,gemma3,dbbench-gemma3,202,EigV,16,complete_z16_ordered_prefix,300,300,1.0,0.727632394299061,0.8186631416577029,16.0,
dbbench,gemma3,dbbench-gemma3,202,KLE,3,complete_z16_ordered_prefix,300,300,1.0,0.6278897945564612,0.7134572666559016,3.0,
dbbench,gemma3,dbbench-gemma3,202,KLE,4,complete_z16_ordered_prefix,300,300,1.0,0.6729348396015062,0.745650935873392,4.0,
dbbench,gemma3,dbbench-gemma3,202,KLE,6,complete_z16_ordered_prefix,300,300,1.0,0.6937651937651939,0.7780233170151876,6.0,
dbbench,gemma3,dbbench-gemma3,202,KLE,8,complete_z16_ordered_prefix,300,300,1.0,0.7071118737785405,0.7942438831617995,8.0,
dbbench,gemma3,dbbench-gemma3,202,KLE,12,complete_z16_ordered_prefix,300,300,1.0,0.7218885552218886,0.8023155434331769,12.0,
dbbench,gemma3,dbbench-gemma3,202,KLE,16,complete_z16_ordered_prefix,300,300,1.0,0.729467562800896,0.8074877199017638,16.0,
dbbench,gemma3,dbbench-gemma3,202,LS,3,complete_z16_ordered_prefix,300,300,1.0,0.5139901806568473,0.665041362916601,3.0,
dbbench,gemma3,dbbench-gemma3,202,LS,4,complete_z16_ordered_prefix,300,300,1.0,0.5273606940273607,0.6719568272788357,4.0,
dbbench,gemma3,dbbench-gemma3,202,LS,6,complete_z16_ordered_prefix,300,300,1.0,0.5272891939558606,0.6717711779703793,6.0,
dbbench,gemma3,dbbench-gemma3,202,LS,8,complete_z16_ordered_prefix,300,300,1.0,0.527336860670194,0.6718928102759197,8.0,
dbbench,gemma3,dbbench-gemma3,202,LS,12,complete_z16_ordered_prefix,300,300,1.0,0.5272891939558606,0.6717711779703793,12.0,
dbbench,gemma3,dbbench-gemma3,202,LS,16,complete_z16_ordered_prefix,300,300,1.0,0.527336860670194,0.6718928102759197,16.0,
dbbench,gemma3,dbbench-gemma3,202,MC-OE,3,complete_z16_ordered_prefix,300,300,1.0,0.6099671099671099,0.7085725074510121,3.0,
dbbench,gemma3,dbbench-gemma3,202,MC-OE,4,complete_z16_ordered_prefix,300,300,1.0,0.6362076362076362,0.7294863623397039,4.0,
dbbench,gemma3,dbbench-gemma3,202,MC-OE,6,complete_z16_ordered_prefix,300,300,1.0,0.6581343248009914,0.7438611798422534,6.0,
dbbench,gemma3,dbbench-gemma3,202,MC-OE,8,complete_z16_ordered_prefix,300,300,1.0,0.6639019972353306,0.7548321144283721,8.0,
dbbench,gemma3,dbbench-gemma3,202,MC-OE,12,complete_z16_ordered_prefix,300,300,1.0,0.6626626626626627,0.7548744252836417,12.0,
dbbench,gemma3,dbbench-gemma3,202,MC-OE,16,complete_z16_ordered_prefix,300,300,1.0,0.6573478240144907,0.7520035460648029,16.0,
dbbench,gemma3,dbbench-gemma3,202,PE,3,complete_z16_ordered_prefix,300,300,1.0,0.5913055913055912,0.6920382768928852,3.0,
dbbench,gemma3,dbbench-gemma3,202,PE,4,complete_z16_ordered_prefix,300,300,1.0,0.6056532723199389,0.7059473106073961,4.0,
dbbench,gemma3,dbbench-gemma3,202,PE,6,complete_z16_ordered_prefix,300,300,1.0,0.6151389484722818,0.7104422020181718,6.0,
dbbench,gemma3,dbbench-gemma3,202,PE,8,complete_z16_ordered_prefix,300,300,1.0,0.6108012774679441,0.7017040552528957,8.0,
