dataset,backbone,combination,seed,method,budget,trajectory_regime,tasks,used,coverage,auroc,aupr,mean_trajectories
webshop,gptoss20b,webshop-gptoss20b,202,SNNE,2,complete_z16_ordered_prefix,200,200,1.0,0.5386904761904762,0.8523809523809524,
webshop,gptoss20b,webshop-gptoss20b,202,SentSAR,2,complete_z16_ordered_prefix,200,200,1.0,0.5215773809523809,0.8624798285651379,
webshop,gptoss20b,webshop-gptoss20b,202,UProp,2,strict_z8_n4_prefix,200,200,1.0,0.6651785714285714,0.9194215632885908,
dbbench,qwen35,dbbench-qwen35,202,BSE-Ciosek-Adaptive,2,complete_z16_ordered_prefix,300,300,1.0,0.6133339580209896,0.5027063916002082,
dbbench,qwen35,dbbench-qwen35,202,BSE-Ciosek-Fixed,2,complete_z16_ordered_prefix,300,300,1.0,0.6488005997001499,0.5356554002622992,
dbbench,qwen35,dbbench-qwen35,202,CoCoA-MaxProb,2,complete_z16_ordered_prefix,300,300,1.0,0.6023238380809595,0.5417371126343405,
dbbench,qwen35,dbbench-qwen35,202,CoCoA-PPL,2,complete_z16_ordered_prefix,300,300,1.0,0.6141304347826086,0.5541269310839705,
dbbench,qwen35,dbbench-qwen35,202,Degree,2,strict_z8_n4_prefix,300,300,1.0,0.6616379310344829,0.5768007264698785,
dbbench,qwen35,dbbench-qwen35,202,EigV,2,complete_z16_ordered_prefix,300,300,1.0,0.5708161544227885,0.5133598151713858,
dbbench,qwen35,dbbench-qwen35,202,KLE,2,complete_z16_ordered_prefix,300,300,1.0,0.5708395802098951,0.4445977011494253,
dbbench,qwen35,dbbench-qwen35,202,LS,2,complete_z16_ordered_prefix,300,300,1.0,0.6616379310344828,0.5804886397621571,
dbbench,qwen35,dbbench-qwen35,202,MC-OE,2,complete_z16_ordered_prefix,300,300,1.0,0.6365254872563718,0.4867853573213393,
dbbench,qwen35,dbbench-qwen35,202,PE,2,complete_z16_ordered_prefix,300,300,1.0,0.6703523238380809,0.5400655660034112,
dbbench,qwen35,dbbench-qwen35,202,PPL,2,complete_z16_ordered_prefix,300,300,1.0,0.6841735382308846,0.5676943589930439,
dbbench,qwen35,dbbench-qwen35,202,SD,2,complete_z16_ordered_prefix,300,300,1.0,0.5995830209895053,0.4556310236858027,
dbbench,qwen35,dbbench-qwen35,202,SE,2,complete_z16_ordered_prefix,300,300,1.0,0.6598107196401799,0.5191940908026438,
dbbench,qwen35,dbbench-qwen35,202,SNNE,2,complete_z16_ordered_prefix,300,300,1.0,0.6199400299850075,0.4917513866877829,
dbbench,qwen35,dbbench-qwen35,202,SentSAR,2,complete_z16_ordered_prefix,300,300,1.0,0.7403485757121439,0.6402729714355034,
dbbench,qwen35,dbbench-qwen35,202,UProp,2,strict_z8_n4_prefix,300,300,1.0,0.6644021739130435,0.5366648040245942,
webshop,qwen35,webshop-qwen35,202,BSE-Ciosek-Adaptive,2,complete_z16_ordered_prefix,200,200,1.0,0.5536467751657626,0.830053193313113,
webshop,qwen35,webshop-qwen35,202,BSE-Ciosek-Fixed,2,complete_z16_ordered_prefix,200,200,1.0,0.5655515370705243,0.8252211229450572,
webshop,qwen35,webshop-qwen35,202,CoCoA-MaxProb,2,complete_z16_ordered_prefix,200,200,1.0,0.5813743218806509,0.8415390026907437,
webshop,qwen35,webshop-qwen35,202,CoCoA-PPL,2,complete_z16_ordered_prefix,200,200,1.0,0.5845388788426763,0.8438973298412377,
webshop,qwen35,webshop-qwen35,202,Degree,2,strict_z8_n4_prefix,200,200,1.0,0.569620253164557,0.8302643030728473,
webshop,qwen35,webshop-qwen35,202,EigV,2,complete_z16_ordered_prefix,200,200,1.0,0.6148282097649187,0.8290248638029583,
webshop,qwen35,webshop-qwen35,202,KLE,2,complete_z16_ordered_prefix,200,200,1.0,0.5433996383363472,0.8062748643761303,
webshop,qwen35,webshop-qwen35,202,LS,2,complete_z16_ordered_prefix,200,200,1.0,0.5,0.79,
webshop,qwen35,webshop-qwen35,202,MC-OE,2,complete_z16_ordered_prefix,200,200,1.0,0.5705244122965641,0.8146835443037974,
webshop,qwen35,webshop-qwen35,202,PE,2,complete_z16_ordered_prefix,200,200,1.0,0.5447558770343581,0.8231070105791284,
webshop,qwen35,webshop-qwen35,202,PPL,2,complete_z16_ordered_prefix,200,200,1.0,0.5162748643761302,0.8128774763589952,
webshop,qwen35,webshop-qwen35,202,SD,2,complete_z16_ordered_prefix,200,200,1.0,0.5,0.79,
webshop,qwen35,webshop-qwen35,202,SE,2,complete_z16_ordered_prefix,200,200,1.0,0.5,0.79,
webshop,qwen35,webshop-qwen35,202,SNNE,2,complete_z16_ordered_prefix,200,200,1.0,0.5938065099457505,0.8201477717683109,
webshop,qwen35,webshop-qwen35,202,SentSAR,2,complete_z16_ordered_prefix,200,200,1.0,0.5447558770343581,0.8231070105791284,
webshop,qwen35,webshop-qwen35,202,UProp,2,strict_z8_n4_prefix,200,200,1.0,0.5382760699216395,0.8177147589437872,
hotpotqa,gptoss20b,hotpotqa-gptoss20b,202,BSE-Ciosek-Adaptive,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5829164139882757,0.4510771604279005,
hotpotqa,gptoss20b,hotpotqa-gptoss20b,202,BSE-Ciosek-Fixed,2,complete_z16_ordered_prefix,1000,1000,1.0,0.6033328279765514,0.4669085392196431,
hotpotqa,gptoss20b,hotpotqa-gptoss20b,202,CoCoA-MaxProb,2,complete_z16_ordered_prefix,1000,999,0.999,0.5873019555570553,0.4940545469143249,
hotpotqa,gptoss20b,hotpotqa-gptoss20b,202,CoCoA-PPL,2,complete_z16_ordered_prefix,1000,999,0.999,0.5890124352506454,0.4969865318058735,
hotpotqa,gptoss20b,hotpotqa-gptoss20b,202,Degree,2,strict_z8_n4_prefix,1000,1000,1.0,0.5913116535273903,0.4884833812679857,
hotpotqa,gptoss20b,hotpotqa-gptoss20b,202,EigV,2,complete_z16_ordered_prefix,1000,999,0.999,0.5830964111562927,0.4806701156309368,
hotpotqa,gptoss20b,hotpotqa-gptoss20b,202,KLE,2,complete_z16_ordered_prefix,1000,999,0.999,0.5364684394350988,0.418371514999874,
hotpotqa,gptoss20b,hotpotqa-gptoss20b,202,LS,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5,0.388,
hotpotqa,gptoss20b,hotpotqa-gptoss20b,202,MC-OE,2,complete_z16_ordered_prefix,1000,1000,1.0,0.592943534802237,0.4466950545345884,
hotpotqa,gptoss20b,hotpotqa-gptoss20b,202,PE,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5493649349774274,0.4322378580388362,
hotpotqa,gptoss20b,hotpotqa-gptoss20b,202,PPL,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5271460818004178,0.414536150257932,
hotpotqa,gptoss20b,hotpotqa-gptoss20b,202,SD,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5,0.388,
hotpotqa,gptoss20b,hotpotqa-gptoss20b,202,SE,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5,0.388,
hotpotqa,gptoss20b,hotpotqa-gptoss20b,202,SNNE,2,complete_z16_ordered_prefix,1000,999,0.999,0.5917184099077057,0.439039838748676,
hotpotqa,gptoss20b,hotpotqa-gptoss20b,202,SentSAR,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5493649349774274,0.4322378580388362,
hotpotqa,gptoss20b,hotpotqa-gptoss20b,202,UProp,2,strict_z8_n4_prefix,1000,1000,1.0,0.5714406037329021,0.479400248783505,
strategyqa,gemma3,strategyqa-gemma3,202,BSE-Ciosek-Adaptive,2,complete_z16_ordered_prefix,687,687,1.0,0.5682171638625759,0.1296287408140766,
strategyqa,gemma3,strategyqa-gemma3,202,BSE-Ciosek-Fixed,2,complete_z16_ordered_prefix,687,687,1.0,0.5885055846175598,0.1258620091613506,
strategyqa,gemma3,strategyqa-gemma3,202,CoCoA-MaxProb,2,complete_z16_ordered_prefix,687,687,1.0,0.6738123851265376,0.1743232393340213,
strategyqa,gemma3,strategyqa-gemma3,202,CoCoA-PPL,2,complete_z16_ordered_prefix,687,687,1.0,0.6643927612045808,0.1601553689804624,
strategyqa,gemma3,strategyqa-gemma3,202,Degree,2,strict_z8_n4_prefix,687,687,1.0,0.7092464300862436,0.1086520984821488,
strategyqa,gemma3,strategyqa-gemma3,202,EigV,2,complete_z16_ordered_prefix,687,687,1.0,0.6163049625335784,0.1465912463427225,
strategyqa,gemma3,strategyqa-gemma3,202,KLE,2,complete_z16_ordered_prefix,687,687,1.0,0.612257882086809,0.122689266997178,
strategyqa,gemma3,strategyqa-gemma3,202,LS,2,complete_z16_ordered_prefix,687,687,1.0,0.7090873745228333,0.108471671985063,
strategyqa,gemma3,strategyqa-gemma3,202,MC-OE,2,complete_z16_ordered_prefix,687,687,1.0,0.612257882086809,0.122689266997178,
strategyqa,gemma3,strategyqa-gemma3,202,PE,2,complete_z16_ordered_prefix,687,687,1.0,0.7555846175597343,0.2068203406014736,
strategyqa,gemma3,strategyqa-gemma3,202,PPL,2,complete_z16_ordered_prefix,687,687,1.0,0.6180545737310901,0.1212974978244627,
strategyqa,gemma3,strategyqa-gemma3,202,SD,2,complete_z16_ordered_prefix,687,687,1.0,0.7144422451576418,0.1208799092806435,
strategyqa,gemma3,strategyqa-gemma3,202,SE,2,complete_z16_ordered_prefix,687,687,1.0,0.7695108157783118,0.2312538056014062,
strategyqa,gemma3,strategyqa-gemma3,202,SNNE,2,complete_z16_ordered_prefix,687,687,1.0,0.612257882086809,0.122689266997178,
strategyqa,gemma3,strategyqa-gemma3,202,SentSAR,2,complete_z16_ordered_prefix,687,687,1.0,0.7604269758235545,0.1984091496050357,
strategyqa,gemma3,strategyqa-gemma3,202,UProp,2,strict_z8_n4_prefix,687,687,1.0,0.760108864696734,0.228070483102295,
strategyqa,qwen35,strategyqa-qwen35,202,BSE-Ciosek-Adaptive,2,complete_z16_ordered_prefix,687,687,1.0,0.6483762597984322,0.1926818578367095,
strategyqa,qwen35,strategyqa-qwen35,202,BSE-Ciosek-Fixed,2,complete_z16_ordered_prefix,687,687,1.0,0.6594452579894909,0.1982312015871592,
strategyqa,qwen35,strategyqa-qwen35,202,CoCoA-MaxProb,2,complete_z16_ordered_prefix,687,687,1.0,0.6408174692049272,0.1992508365189783,
strategyqa,qwen35,strategyqa-qwen35,202,CoCoA-PPL,2,complete_z16_ordered_prefix,687,687,1.0,0.6950641743474891,0.2461292307676534,
strategyqa,qwen35,strategyqa-qwen35,202,Degree,2,strict_z8_n4_prefix,687,687,1.0,0.7809027478680335,0.2694279985623939,
strategyqa,qwen35,strategyqa-qwen35,202,EigV,2,complete_z16_ordered_prefix,687,687,1.0,0.6077827547592385,0.1727566518002127,
strategyqa,qwen35,strategyqa-qwen35,202,KLE,2,complete_z16_ordered_prefix,687,687,1.0,0.606436816263244,0.1554658739471063,
strategyqa,qwen35,strategyqa-qwen35,202,LS,2,complete_z16_ordered_prefix,687,687,1.0,0.7809027478680335,0.2691997845470162,
strategyqa,qwen35,strategyqa-qwen35,202,MC-OE,2,complete_z16_ordered_prefix,687,687,1.0,0.606436816263244,0.1554658739471063,
strategyqa,qwen35,strategyqa-qwen35,202,PE,2,complete_z16_ordered_prefix,687,687,1.0,0.7709535705056421,0.3052667109315398,
strategyqa,qwen35,strategyqa-qwen35,202,PPL,2,complete_z16_ordered_prefix,687,687,1.0,0.7345163235420794,0.2541361690426283,
strategyqa,qwen35,strategyqa-qwen35,202,SD,2,complete_z16_ordered_prefix,687,687,1.0,0.7547807735377725,0.2800183407461129,
strategyqa,qwen35,strategyqa-qwen35,202,SE,2,complete_z16_ordered_prefix,687,687,1.0,0.7990352312860711,0.3363772781344859,
strategyqa,qwen35,strategyqa-qwen35,202,SNNE,2,complete_z16_ordered_prefix,687,687,1.0,0.606436816263244,0.1554658739471063,
strategyqa,qwen35,strategyqa-qwen35,202,SentSAR,2,complete_z16_ordered_prefix,687,687,1.0,0.7748298733741062,0.3498759770388316,
strategyqa,qwen35,strategyqa-qwen35,202,UProp,2,strict_z8_n4_prefix,687,687,1.0,0.7664958222069085,0.284296315734376,
hotpotqa,gemma3,hotpotqa-gemma3,202,BSE-Ciosek-Adaptive,2,complete_z16_ordered_prefix,1000,1000,1.0,0.599241217270957,0.5388045943905079,
hotpotqa,gemma3,hotpotqa-gemma3,202,BSE-Ciosek-Fixed,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5948035855099052,0.5398878359878475,
hotpotqa,gemma3,hotpotqa-gemma3,202,CoCoA-MaxProb,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5531188142712307,0.5127519039266268,
hotpotqa,gemma3,hotpotqa-gemma3,202,CoCoA-PPL,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5677553549300761,0.5307431077336434,
hotpotqa,gemma3,hotpotqa-gemma3,202,Degree,2,strict_z8_n4_prefix,1000,1000,1.0,0.5252176571879175,0.4860018237350702,
hotpotqa,gemma3,hotpotqa-gemma3,202,EigV,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5783223901253641,0.5123081204514324,
hotpotqa,gemma3,hotpotqa-gemma3,202,KLE,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5234071999871256,0.4760381803988361,
hotpotqa,gemma3,hotpotqa-gemma3,202,LS,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5,0.462,
hotpotqa,gemma3,hotpotqa-gemma3,202,MC-OE,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5971612031091585,0.5247272727272727,
hotpotqa,gemma3,hotpotqa-gemma3,202,PE,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5333647145914804,0.4894151532443413,
hotpotqa,gemma3,hotpotqa-gemma3,202,PPL,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5393030142100774,0.5149593418033531,
hotpotqa,gemma3,hotpotqa-gemma3,202,SD,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5,0.462,
hotpotqa,gemma3,hotpotqa-gemma3,202,SE,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5,0.462,
hotpotqa,gemma3,hotpotqa-gemma3,202,SNNE,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5852785690146285,0.5046383724924405,
hotpotqa,gemma3,hotpotqa-gemma3,202,SentSAR,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5333647145914804,0.4894151532443413,
hotpotqa,gemma3,hotpotqa-gemma3,202,UProp,2,strict_z8_n4_prefix,1000,1000,1.0,0.5707245047393747,0.5378592053812775,
hotpotqa,qwen35,hotpotqa-qwen35,202,BSE-Ciosek-Adaptive,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5974185743304274,0.4829539647759164,
hotpotqa,qwen35,hotpotqa-qwen35,202,BSE-Ciosek-Fixed,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5919418320928922,0.4862720916447931,
hotpotqa,qwen35,hotpotqa-qwen35,202,CoCoA-MaxProb,2,complete_z16_ordered_prefix,1000,999,0.999,0.6090504633384952,0.5057141861629634,
hotpotqa,qwen35,hotpotqa-qwen35,202,CoCoA-PPL,2,complete_z16_ordered_prefix,1000,999,0.999,0.6210128718793272,0.5172543383505777,
hotpotqa,qwen35,hotpotqa-qwen35,202,Degree,2,strict_z8_n4_prefix,1000,1000,1.0,0.5479317123811159,0.4631916060014082,
hotpotqa,qwen35,hotpotqa-qwen35,202,EigV,2,complete_z16_ordered_prefix,1000,999,0.999,0.6079054314250835,0.4901937803507535,
hotpotqa,qwen35,hotpotqa-qwen35,202,KLE,2,complete_z16_ordered_prefix,1000,999,0.999,0.5550291276454539,0.4612044556293382,
hotpotqa,qwen35,hotpotqa-qwen35,202,LS,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5,0.427,
hotpotqa,qwen35,hotpotqa-qwen35,202,MC-OE,2,complete_z16_ordered_prefix,1000,1000,1.0,0.6044831631047406,0.489549547345241,
hotpotqa,qwen35,hotpotqa-qwen35,202,PE,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5867225784829424,0.4877706880083377,
hotpotqa,qwen35,hotpotqa-qwen35,202,PPL,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5657147761688144,0.4739406446458359,
hotpotqa,qwen35,hotpotqa-qwen35,202,SD,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5,0.427,
hotpotqa,qwen35,hotpotqa-qwen35,202,SE,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5,0.427,
hotpotqa,qwen35,hotpotqa-qwen35,202,SNNE,2,complete_z16_ordered_prefix,1000,999,0.999,0.6117952625584806,0.4885714456528253,
hotpotqa,qwen35,hotpotqa-qwen35,202,SentSAR,2,complete_z16_ordered_prefix,1000,1000,1.0,0.5867225784829424,0.4877706880083377,
hotpotqa,qwen35,hotpotqa-qwen35,202,UProp,2,strict_z8_n4_prefix,1000,1000,1.0,0.6020370211426773,0.5180529858721328,
strategyqa,gptoss20b,strategyqa-gptoss20b,202,BSE-Ciosek-Adaptive,2,complete_z16_ordered_prefix,687,687,1.0,0.5953711394699086,0.1143681042725626,
strategyqa,gptoss20b,strategyqa-gptoss20b,202,BSE-Ciosek-Fixed,2,complete_z16_ordered_prefix,687,687,1.0,0.6002793928868081,0.1170938115801266,
strategyqa,gptoss20b,strategyqa-gptoss20b,202,CoCoA-MaxProb,2,complete_z16_ordered_prefix,687,687,1.0,0.6692592312920032,0.1412273776029673,
strategyqa,gptoss20b,strategyqa-gptoss20b,202,CoCoA-PPL,2,complete_z16_ordered_prefix,687,687,1.0,0.7132447330665258,0.1434441018284256,
strategyqa,gptoss20b,strategyqa-gptoss20b,202,Degree,2,strict_z8_n4_prefix,687,687,1.0,0.786132296307483,0.1922552883982105,
strategyqa,gptoss20b,strategyqa-gptoss20b,202,EigV,2,complete_z16_ordered_prefix,687,687,1.0,0.5949558257192479,0.1211298419477993,
strategyqa,gptoss20b,strategyqa-gptoss20b,202,KLE,2,complete_z16_ordered_prefix,687,687,1.0,0.6062825643736314,0.1064600267855321,
strategyqa,gptoss20b,strategyqa-gptoss20b,202,LS,2,complete_z16_ordered_prefix,687,687,1.0,0.7861134184097258,0.1921673428072161,
strategyqa,gptoss20b,strategyqa-gptoss20b,202,MC-OE,2,complete_z16_ordered_prefix,687,687,1.0,0.6039605829494827,0.1026925125146448,
strategyqa,gptoss20b,strategyqa-gptoss20b,202,PE,2,complete_z16_ordered_prefix,687,687,1.0,0.7581741297289134,0.1532906984449316,
strategyqa,gptoss20b,strategyqa-gptoss20b,202,PPL,2,complete_z16_ordered_prefix,687,687,1.0,0.6868911877973268,0.1067814835628927,
strategyqa,gptoss20b,strategyqa-gptoss20b,202,SD,2,complete_z16_ordered_prefix,687,687,1.0,0.72302348410481,0.1119380925740687,
strategyqa,gptoss20b,strategyqa-gptoss20b,202,SE,2,complete_z16_ordered_prefix,687,687,1.0,0.7532658763120138,0.1431379661665962,
strategyqa,gptoss20b,strategyqa-gptoss20b,202,SNNE,2,complete_z16_ordered_prefix,687,687,1.0,0.6028279090840444,0.1026925125146448,
strategyqa,gptoss20b,strategyqa-gptoss20b,202,SentSAR,2,complete_z16_ordered_prefix,687,687,1.0,0.6535150645624103,0.119459691052515,
strategyqa,gptoss20b,strategyqa-gptoss20b,202,UProp,2,strict_z8_n4_prefix,687,687,1.0,0.7521332024465756,0.1781726147459622,
webshop,gemma3,webshop-gemma3,303,BSE-Ciosek-Adaptive,2,complete_z16_ordered_prefix,200,200,1.0,0.4828907048008171,0.90584350160215,
webshop,gemma3,webshop-gemma3,303,BSE-Ciosek-Fixed,2,complete_z16_ordered_prefix,200,200,1.0,0.5789070480081715,0.9161339483351209,
webshop,gemma3,webshop-gemma3,303,CoCoA-MaxProb,2,complete_z16_ordered_prefix,200,200,1.0,0.4982124616956078,0.8934389874326465,
webshop,gemma3,webshop-gemma3,303,CoCoA-PPL,2,complete_z16_ordered_prefix,200,200,1.0,0.5020429009193054,0.8969640035916595,
webshop,gemma3,webshop-gemma3,303,Degree,2,strict_z8_n4_prefix,200,200,1.0,0.6366189989785495,0.9375838238803332,
webshop,gemma3,webshop-gemma3,303,EigV,2,complete_z16_ordered_prefix,200,200,1.0,0.5873340143003064,0.9112624641276328,
webshop,gemma3,webshop-gemma3,303,KLE,2,complete_z16_ordered_prefix,200,200,1.0,0.5025536261491318,0.890505617977528,
webshop,gemma3,webshop-gemma3,303,LS,2,complete_z16_ordered_prefix,200,200,1.0,0.5097037793667007,0.9156656128373156,
webshop,gemma3,webshop-gemma3,303,MC-OE,2,complete_z16_ordered_prefix,200,200,1.0,0.599846782431052,0.9106103481758914,
webshop,gemma3,webshop-gemma3,303,PE,2,complete_z16_ordered_prefix,200,200,1.0,0.6174668028600613,0.9290465095726148,
webshop,gemma3,webshop-gemma3,303,PPL,2,complete_z16_ordered_prefix,200,200,1.0,0.5339632277834525,0.9069375698576044,
webshop,gemma3,webshop-gemma3,303,SD,2,complete_z16_ordered_prefix,200,200,1.0,0.4853166496424923,0.902581500785269,
webshop,gemma3,webshop-gemma3,303,SE,2,complete_z16_ordered_prefix,200,200,1.0,0.5717568947906025,0.9194632704139784,
webshop,gemma3,webshop-gemma3,303,SNNE,2,complete_z16_ordered_prefix,200,200,1.0,0.5056179775280899,0.892093973442288,
webshop,gemma3,webshop-gemma3,303,SentSAR,2,complete_z16_ordered_prefix,200,200,1.0,0.5531154239019407,0.911726447599182,
webshop,gemma3,webshop-gemma3,303,UProp,2,strict_z8_n4_prefix,200,200,1.0,0.6519407558733402,0.9456435496605182,
dbbench,gemma3,dbbench-gemma3,303,BSE-Ciosek-Adaptive,2,complete_z16_ordered_prefix,300,300,1.0,0.5770326747720365,0.6872167889105457,
dbbench,gemma3,dbbench-gemma3,303,BSE-Ciosek-Fixed,2,complete_z16_ordered_prefix,300,300,1.0,0.6096599544072949,0.7027669188658199,
dbbench,gemma3,dbbench-gemma3,303,CoCoA-MaxProb,2,complete_z16_ordered_prefix,300,300,1.0,0.6244775835866262,0.7289745615917445,
dbbench,gemma3,dbbench-gemma3,303,CoCoA-PPL,2,complete_z16_ordered_prefix,300,300,1.0,0.6148841185410334,0.7192569574425414,
dbbench,gemma3,dbbench-gemma3,303,Degree,2,strict_z8_n4_prefix,300,300,1.0,0.5215378039513677,0.6696068326105258,
dbbench,gemma3,dbbench-gemma3,303,EigV,2,complete_z16_ordered_prefix,300,300,1.0,0.5691964285714286,0.688610423495974,
dbbench,gemma3,dbbench-gemma3,303,KLE,2,complete_z16_ordered_prefix,300,300,1.0,0.5961246200607904,0.6839034024598258,
dbbench,gemma3,dbbench-gemma3,303,LS,2,complete_z16_ordered_prefix,300,300,1.0,0.5215615501519757,0.6695639533389399,
dbbench,gemma3,dbbench-gemma3,303,MC-OE,2,complete_z16_ordered_prefix,300,300,1.0,0.5923252279635258,0.6788910380399742,
dbbench,gemma3,dbbench-gemma3,303,PE,2,complete_z16_ordered_prefix,300,300,1.0,0.5857712765957447,0.6834375428871688,
dbbench,gemma3,dbbench-gemma3,303,PPL,2,complete_z16_ordered_prefix,300,300,1.0,0.4773461246200609,0.621281315026373,
dbbench,gemma3,dbbench-gemma3,303,SD,2,complete_z16_ordered_prefix,300,300,1.0,0.5276168313069908,0.6579793070750507,
dbbench,gemma3,dbbench-gemma3,303,SE,2,complete_z16_ordered_prefix,300,300,1.0,0.5526690729483282,0.6637157875151902,
dbbench,gemma3,dbbench-gemma3,303,SNNE,2,complete_z16_ordered_prefix,300,300,1.0,0.6151215805471124,0.6907551731223851,
dbbench,gemma3,dbbench-gemma3,303,SentSAR,2,complete_z16_ordered_prefix,300,300,1.0,0.5602678571428571,0.6742278403825789,
dbbench,gemma3,dbbench-gemma3,303,UProp,2,strict_z8_n4_prefix,300,300,1.0,0.550056990881459,0.6750809596832346,
dbbench,gptoss20b,dbbench-gptoss20b,303,BSE-Ciosek-Adaptive,2,complete_z16_ordered_prefix,300,300,1.0,0.7052403757598085,0.583187242768817,
dbbench,gptoss20b,dbbench-gptoss20b,303,BSE-Ciosek-Fixed,2,complete_z16_ordered_prefix,300,300,1.0,0.639712654264137,0.5618779536609165,
dbbench,gptoss20b,dbbench-gptoss20b,303,CoCoA-MaxProb,2,complete_z16_ordered_prefix,300,300,1.0,0.6337723337631238,0.5080355809645833,
dbbench,gptoss20b,dbbench-gptoss20b,303,CoCoA-PPL,2,complete_z16_ordered_prefix,300,300,1.0,0.6348314606741573,0.5076530692481347,
dbbench,gptoss20b,dbbench-gptoss20b,303,Degree,2,strict_z8_n4_prefix,300,300,1.0,0.6528135936636582,0.6182463037213253,
dbbench,gptoss20b,dbbench-gptoss20b,303,EigV,2,complete_z16_ordered_prefix,300,300,1.0,0.6124976975501935,0.4949115619648051,
dbbench,gptoss20b,dbbench-gptoss20b,303,KLE,2,complete_z16_ordered_prefix,300,300,1.0,0.5583440780990975,0.4458562738426641,
dbbench,gptoss20b,dbbench-gptoss20b,303,LS,2,complete_z16_ordered_prefix,300,300,1.0,0.652882667157856,0.6182405800225003,
dbbench,gptoss20b,dbbench-gptoss20b,303,MC-OE,2,complete_z16_ordered_prefix,300,300,1.0,0.6693682077730705,0.5367148826743813,
dbbench,gptoss20b,dbbench-gptoss20b,303,PE,2,complete_z16_ordered_prefix,300,300,1.0,0.5620740467857801,0.4912195686346443,
dbbench,gptoss20b,dbbench-gptoss20b,303,PPL,2,complete_z16_ordered_prefix,300,300,1.0,0.4785872167986738,0.3985530910418829,
dbbench,gptoss20b,dbbench-gptoss20b,303,SD,2,complete_z16_ordered_prefix,300,300,1.0,0.6104715417203905,0.5070470180599899,
dbbench,gptoss20b,dbbench-gptoss20b,303,SE,2,complete_z16_ordered_prefix,300,300,1.0,0.6134186774728312,0.5232618115398067,
dbbench,gptoss20b,dbbench-gptoss20b,303,SNNE,2,complete_z16_ordered_prefix,300,300,1.0,0.5986369497144962,0.4650063634146896,
dbbench,gptoss20b,dbbench-gptoss20b,303,SentSAR,2,complete_z16_ordered_prefix,300,300,1.0,0.5874470436544483,0.4981230716322778,
dbbench,gptoss20b,dbbench-gptoss20b,303,UProp,2,strict_z8_n4_prefix,300,300,1.0,0.5934794621477252,0.4828729628453397,
webshop,gptoss20b,webshop-gptoss20b,303,BSE-Ciosek-Adaptive,2,complete_z16_ordered_prefix,200,200,1.0,0.4722842261904761,0.8322984673958412,
webshop,gptoss20b,webshop-gptoss20b,303,BSE-Ciosek-Fixed,2,complete_z16_ordered_prefix,200,200,1.0,0.4918154761904761,0.8384972967179924,
webshop,gptoss20b,webshop-gptoss20b,303,CoCoA-MaxProb,2,complete_z16_ordered_prefix,200,200,1.0,0.4893973214285714,0.8513654557000232,
webshop,gptoss20b,webshop-gptoss20b,303,CoCoA-PPL,2,complete_z16_ordered_prefix,200,200,1.0,0.5543154761904763,0.875156329079884,
webshop,gptoss20b,webshop-gptoss20b,303,Degree,2,strict_z8_n4_prefix,200,200,1.0,0.6609002976190474,0.91816013324725,
webshop,gptoss20b,webshop-gptoss20b,303,EigV,2,complete_z16_ordered_prefix,200,200,1.0,0.5215773809523809,0.8545949288806431,
webshop,gptoss20b,webshop-gptoss20b,303,KLE,2,complete_z16_ordered_prefix,200,200,1.0,0.5357142857142857,0.8514285714285714,
webshop,gptoss20b,webshop-gptoss20b,303,LS,2,complete_z16_ordered_prefix,200,200,1.0,0.5029761904761905,0.8409523809523809,
webshop,gptoss20b,webshop-gptoss20b,303,MC-OE,2,complete_z16_ordered_prefix,200,200,1.0,0.5059523809523809,0.8416047994000749,
webshop,gptoss20b,webshop-gptoss20b,303,PE,2,complete_z16_ordered_prefix,200,200,1.0,0.605282738095238,0.8881859878665419,
webshop,gptoss20b,webshop-gptoss20b,303,PPL,2,complete_z16_ordered_prefix,200,200,1.0,0.46875,0.8356322111714061,
