setting,rho,window,dataset,backbone,seed,cell,delta_auroc,delta_aupr,saving,mean_trajectories
rho75_w2,0.75,2,webshop,gptoss20b,303,webshop-gptoss20b-seed303,0.021422371031746046,0.006305571219648236,0.21399305555555556,6.633333333333333
rho75_w2,0.75,2,webshop,qwen35,101,webshop-qwen35-seed101,-0.005024841915085805,-0.001087613975253754,0.21303819444444447,6.635833333333333
rho75_w2,0.75,2,webshop,qwen35,202,webshop-qwen35-seed202,-0.0016827406067912258,-0.0018565741549720165,0.21385416666666668,6.633333333333333
rho75_w2,0.75,2,webshop,qwen35,303,webshop-qwen35-seed303,-0.013493676603432684,-0.005035470417051768,0.2150173611111111,6.628333333333334
rho75_w4,0.75,4,dbbench,gemma3,101,dbbench-gemma3-seed101,0.0037535365226337527,0.00526350499392018,0.24949074074074074,6.1305555555555555
rho75_w4,0.75,4,dbbench,gemma3,202,dbbench-gemma3-seed202,0.0036465036465036884,0.0012188864579641967,0.2483912037037037,6.1322222222222225
rho75_w4,0.75,4,dbbench,gemma3,303,dbbench-gemma3-seed303,-0.0015830800405268926,0.0011079328973701934,0.24805555555555556,6.134444444444444
rho75_w4,0.75,4,dbbench,gptoss20b,101,dbbench-gptoss20b-seed101,-0.015744032503809013,-0.020141905717125746,0.250474537037037,6.126111111111111
rho75_w4,0.75,4,dbbench,gptoss20b,202,dbbench-gptoss20b-seed202,-0.014688601645123403,-0.017968022893312008,0.24697916666666667,6.13611111111111
rho75_w4,0.75,4,dbbench,gptoss20b,303,dbbench-gptoss20b-seed303,-0.02638607478356969,-0.03849728605445366,0.2485416666666667,6.126111111111111
rho75_w4,0.75,4,dbbench,qwen35,101,dbbench-qwen35-seed101,0.00549177834350036,0.006891084265956905,0.2501736111111111,6.120555555555556
rho75_w4,0.75,4,dbbench,qwen35,202,dbbench-qwen35-seed202,-0.006098513243378363,-0.007474199113229681,0.2479050925925926,6.142222222222222
rho75_w4,0.75,4,dbbench,qwen35,303,dbbench-qwen35-seed303,0.0018377423374820179,-0.002345985432466613,0.2508564814814815,6.121666666666666
rho75_w4,0.75,4,hotpotqa,gemma3,101,hotpotqa-gemma3-seed101,-0.011819474144145303,-0.011441531154414116,0.24950000000000003,6.125666666666667
rho75_w4,0.75,4,hotpotqa,gemma3,202,hotpotqa-gemma3-seed202,-0.0148175863789247,-0.016105008179290004,0.24949305555555557,6.126833333333334
rho75_w4,0.75,4,hotpotqa,gemma3,303,hotpotqa-gemma3-seed303,-0.011846742246494272,-0.01249278123065393,0.2497152777777778,6.1265
rho75_w4,0.75,4,hotpotqa,gptoss20b,101,hotpotqa-gptoss20b-seed101,-0.0075333481718524165,-0.020097769194011517,0.24948263888888889,6.128833333333333
rho75_w4,0.75,4,hotpotqa,gptoss20b,202,hotpotqa-gptoss20b-seed202,-0.0159973496844328,-0.022951398819204976,0.24977083333333328,6.123333333333334
rho75_w4,0.75,4,hotpotqa,gptoss20b,303,hotpotqa-gptoss20b-seed303,-0.010798200648603354,-0.021500449965863516,0.24957986111111108,6.126333333333334
rho75_w4,0.75,4,hotpotqa,qwen35,101,hotpotqa-qwen35-seed101,-0.013170814633482927,-0.019106653036398764,0.2503298611111111,6.1245
rho75_w4,0.75,4,hotpotqa,qwen35,202,hotpotqa-qwen35-seed202,-0.014421406705330764,-0.02545551279307669,0.2484305555555556,6.1315
rho75_w4,0.75,4,hotpotqa,qwen35,303,hotpotqa-qwen35-seed303,-0.015647784400960024,-0.02293895079426861,0.24982291666666667,6.126666666666666
rho75_w4,0.75,4,strategyqa,gemma3,101,strategyqa-gemma3-seed101,-0.021360419634176675,-0.014470212832763141,0.24961588225780362,6.129791363415818
rho75_w4,0.75,4,strategyqa,gemma3,202,strategyqa-gemma3-seed202,-0.02372873368207738,-0.011977970394304274,0.24883248423095586,6.1297913634158165
rho75_w4,0.75,4,strategyqa,gemma3,303,strategyqa-gemma3-seed303,-0.01756091238983935,-0.008893487069967843,0.247275796538897,6.140950994662785
rho75_w4,0.75,4,strategyqa,gptoss20b,101,strategyqa-gptoss20b-seed101,-0.018298975559415082,-0.010175015480683188,0.2496916949700793,6.129548762736536
rho75_w4,0.75,4,strategyqa,gptoss20b,202,strategyqa-gptoss20b-seed202,-0.012434241989478734,-0.011605425440380401,0.2482866327025716,6.138039786511402
rho75_w4,0.75,4,strategyqa,gptoss20b,303,strategyqa-gptoss20b-seed303,-0.005372638066661273,-0.00758816297476909,0.2501162461588226,6.125424551188743
rho75_w4,0.75,4,strategyqa,qwen35,101,strategyqa-qwen35-seed101,-0.009255495332731123,-0.009491577382892127,0.2503740093805596,6.125424551188743
rho75_w4,0.75,4,strategyqa,qwen35,202,strategyqa-qwen35-seed202,-0.0104408935595946,-0.007334719251244339,0.24978267022480996,6.129063561377971
rho75_w4,0.75,4,strategyqa,qwen35,303,strategyqa-qwen35-seed303,-0.006665087432164707,-0.0009267351529423651,0.24845342066957787,6.132217370208637
rho75_w4,0.75,4,webshop,gemma3,101,webshop-gemma3-seed101,-0.013533775252525249,-0.003123696722749388,0.2482986111111111,6.138333333333333
rho75_w4,0.75,4,webshop,gemma3,202,webshop-gemma3-seed202,0.016316396204664314,0.003542439051328209,0.25012152777777774,6.128333333333334
rho75_w4,0.75,4,webshop,gemma3,303,webshop-gemma3-seed303,0.0005958461014640518,0.0011650751409846283,0.24803819444444444,6.1325
rho75_w4,0.75,4,webshop,gptoss20b,101,webshop-gptoss20b-seed101,0.0027462792345854248,0.001517712283091129,0.24888888888888885,6.129166666666666
rho75_w4,0.75,4,webshop,gptoss20b,202,webshop-gptoss20b-seed202,-0.000589037698412694,-0.0008925544841102787,0.24887152777777777,6.1325
rho75_w4,0.75,4,webshop,gptoss20b,303,webshop-gptoss20b-seed303,0.019035218253968273,0.0061685337208728375,0.24923611111111113,6.129166666666666
rho75_w4,0.75,4,webshop,qwen35,101,webshop-qwen35-seed101,-0.008073622402890704,-0.0015694369463046625,0.24717013888888886,6.140833333333333
rho75_w4,0.75,4,webshop,qwen35,202,webshop-qwen35-seed202,0.0004269640345589594,-0.0012031791322620333,0.24881944444444448,6.1308333333333325
rho75_w4,0.75,4,webshop,qwen35,303,webshop-qwen35-seed303,-0.015582655826558286,-0.00460376062175923,0.2510590277777778,6.115833333333334
rho75_w6,0.75,6,dbbench,gemma3,101,dbbench-gemma3-seed101,0.002266589506172867,0.0062610909103275785,0.2504050925925926,6.118333333333333
rho75_w6,0.75,6,dbbench,gemma3,202,dbbench-gemma3-seed202,0.002685224907447159,-0.0012494594722829062,0.24875,6.128333333333334
rho75_w6,0.75,6,dbbench,gemma3,303,dbbench-gemma3-seed303,0.00030870060790270476,0.003780480040920483,0.24792824074074074,6.13611111111111
rho75_w6,0.75,6,dbbench,gptoss20b,101,dbbench-gptoss20b-seed101,-0.019445342198008513,-0.022804509090500042,0.2509490740740741,6.120555555555555
rho75_w6,0.75,6,dbbench,gptoss20b,202,dbbench-gptoss20b-seed202,-0.01573834704269487,-0.015618187353783767,0.24658564814814818,6.14
rho75_w6,0.75,6,dbbench,gptoss20b,303,dbbench-gptoss20b-seed303,-0.02473598575551052,-0.037753766963486736,0.24828703703703706,6.129444444444444
rho75_w6,0.75,6,dbbench,qwen35,101,dbbench-qwen35-seed101,0.0055798389291832895,0.009635539440633426,0.24957175925925926,6.126666666666666
rho75_w6,0.75,6,dbbench,qwen35,202,dbbench-qwen35-seed202,-0.008792478760619707,-0.01572922929422142,0.2488888888888889,6.1305555555555555
rho75_w6,0.75,6,dbbench,qwen35,303,dbbench-qwen35-seed303,-0.0003549287776253481,-0.008774451510283018,0.2506481481481481,6.123888888888889
rho75_w6,0.75,6,hotpotqa,gemma3,101,hotpotqa-gemma3-seed101,-0.012242988521485199,-0.01352368672888223,0.2495104166666667,6.125
rho75_w6,0.75,6,hotpotqa,gemma3,202,hotpotqa-gemma3-seed202,-0.014480975447518196,-0.017435072490205667,0.2492361111111111,6.130166666666667
rho75_w6,0.75,6,hotpotqa,gemma3,303,hotpotqa-gemma3-seed303,-0.011192092691937697,-0.013190699611067743,0.24990277777777778,6.124833333333334
rho75_w6,0.75,6,hotpotqa,gptoss20b,101,hotpotqa-gptoss20b-seed101,-0.007415059977014286,-0.02344723248479467,0.24972222222222226,6.126
rho75_w6,0.75,6,hotpotqa,gptoss20b,202,hotpotqa-gptoss20b-seed202,-0.016308284482177787,-0.02557403136755469,0.24963888888888888,6.124666666666666
rho75_w6,0.75,6,hotpotqa,gptoss20b,303,hotpotqa-gptoss20b-seed303,-0.010957213097604335,-0.022877304990044995,0.24932986111111113,6.129166666666666
rho75_w6,0.75,6,hotpotqa,qwen35,101,hotpotqa-qwen35-seed101,-0.014420644634842902,-0.0230573054418645,0.2505,6.1225
rho75_w6,0.75,6,hotpotqa,qwen35,202,hotpotqa-qwen35-seed202,-0.015573293661011381,-0.027701312403451306,0.2484722222222223,6.130333333333333
rho75_w6,0.75,6,hotpotqa,qwen35,303,hotpotqa-qwen35-seed303,-0.017365543204215683,-0.028228766849600222,0.24975,6.128
rho75_w6,0.75,6,strategyqa,gemma3,101,strategyqa-gemma3-seed101,-0.024723597639557764,-0.012739535871560426,0.2494743651948892,6.132945172246482
rho75_w6,0.75,6,strategyqa,gemma3,202,strategyqa-gemma3-seed202,-0.02120151750789386,-0.008909249902046038,0.2487819424227721,6.130519165453663
rho75_w6,0.75,6,strategyqa,gemma3,303,strategyqa-gemma3-seed303,-0.01604104811725343,-0.007322374638158842,0.24726063399644185,6.1421639980591936
rho75_w6,0.75,6,strategyqa,gptoss20b,101,strategyqa-gptoss20b-seed101,-0.01748722595585091,-0.0022365410265932084,0.2497725618631732,6.128093158660843
rho75_w6,0.75,6,strategyqa,gptoss20b,202,strategyqa-gptoss20b-seed202,-0.013824913790933572,-0.01101295562890898,0.2478671356946466,6.1443474041727315
rho75_w6,0.75,6,strategyqa,gptoss20b,303,strategyqa-gptoss20b-seed303,-0.0038993863703944234,-0.00234587910757017,0.2492823063237911,6.134885977680738
rho75_w6,0.75,6,strategyqa,qwen35,101,strategyqa-qwen35-seed101,-0.007384823848238502,-0.009763394158982558,0.2502072214135533,6.12760795730228
rho75_w6,0.75,6,strategyqa,qwen35,202,strategyqa-qwen35-seed202,-0.011298705027708375,-0.00684237611359544,0.24926208960051754,6.136341581756429
rho75_w6,0.75,6,strategyqa,qwen35,303,strategyqa-qwen35-seed303,-0.007146036121400061,-0.003952122542581316,0.24798843603428755,6.138767588549247
rho75_w6,0.75,6,webshop,gemma3,101,webshop-gemma3-seed101,-0.014283459595959577,-0.0030360569737192256,0.24838541666666666,6.139166666666667
rho75_w6,0.75,6,webshop,gemma3,202,webshop-gemma3-seed202,0.0186663119624013,0.004183759564594695,0.2500173611111111,6.128333333333333
rho75_w6,0.75,6,webshop,gemma3,303,webshop-gemma3-seed303,-0.0007660878447395455,0.00022657637072983258,0.24822916666666664,6.13
rho75_w6,0.75,6,webshop,gptoss20b,101,webshop-gptoss20b-seed101,0.0018308528230569683,0.0012017503122247846,0.24934027777777779,6.1225
rho75_w6,0.75,6,webshop,gptoss20b,202,webshop-gptoss20b-seed202,0.0035962301587301924,0.0001909197721359964,0.2496354166666667,6.1225
rho75_w6,0.75,6,webshop,gptoss20b,303,webshop-gptoss20b-seed303,0.02105034722222221,0.006458175552616703,0.2501909722222222,6.118333333333333
rho75_w6,0.75,6,webshop,qwen35,101,webshop-qwen35-seed101,-0.008497064137308089,-0.0012695353347769538,0.24680555555555558,6.146666666666666
rho75_w6,0.75,6,webshop,qwen35,202,webshop-qwen35-seed202,0.004420333534257599,0.00031983561831411267,0.2487673611111111,6.1325
rho75_w6,0.75,6,webshop,qwen35,303,webshop-qwen35-seed303,-0.0188855013550136,-0.00587913991054162,0.2501041666666666,6.1225
rho75_wall,0.75,all,dbbench,gemma3,101,dbbench-gemma3-seed101,0.003383809156378611,0.0078986099105642,0.25038194444444445,6.1194444444444445
rho75_wall,0.75,all,dbbench,gemma3,202,dbbench-gemma3-seed202,0.005958339291672647,-0.001081929544499427,0.24900462962962963,6.124444444444445
rho75_wall,0.75,all,dbbench,gemma3,303,dbbench-gemma3-seed303,0.0010290020263424109,0.004569930335531547,0.2477314814814815,6.138888888888889
rho75_wall,0.75,all,dbbench,gptoss20b,101,dbbench-gptoss20b-seed101,-0.02259260969266047,-0.02588149723359323,0.24990740740740738,6.133888888888888
rho75_wall,0.75,all,dbbench,gptoss20b,202,dbbench-gptoss20b-seed202,-0.01611437524481002,-0.012904771550008742,0.24693287037037037,6.134444444444444
rho75_wall,0.75,all,dbbench,gptoss20b,303,dbbench-gptoss20b-seed303,-0.022257014797077406,-0.03528012621503146,0.24726851851851858,6.142777777777778
rho75_wall,0.75,all,dbbench,qwen35,101,dbbench-qwen35-seed101,0.006804681620955211,0.013898465224641962,0.25,6.12
rho75_wall,0.75,all,dbbench,qwen35,202,dbbench-qwen35-seed202,-0.007972576211894103,-0.017993974629258058,0.24909722222222222,6.127222222222223
rho75_wall,0.75,all,dbbench,qwen35,303,dbbench-qwen35-seed303,0.0010726736390452851,-0.010998320018937469,0.25027777777777777,6.128888888888889
rho75_wall,0.75,all,hotpotqa,gemma3,101,hotpotqa-gemma3-seed101,-0.012890676911553378,-0.012937408566968992,0.2492777777777778,6.128833333333333
rho75_wall,0.75,all,hotpotqa,gemma3,202,hotpotqa-gemma3-seed202,-0.014857148221460484,-0.020606317910705014,0.2494166666666667,6.127666666666666
rho75_wall,0.75,all,hotpotqa,gemma3,303,hotpotqa-gemma3-seed303,-0.012212970378449095,-0.016022314670711062,0.2498090277777778,6.126166666666666
rho75_wall,0.75,all,hotpotqa,gptoss20b,101,hotpotqa-gptoss20b-seed101,-0.0074416573225992155,-0.025510595615185927,0.2498402777777778,6.125166666666666
rho75_wall,0.75,all,hotpotqa,gptoss20b,202,hotpotqa-gptoss20b-seed202,-0.01654060822496241,-0.02795162947517314,0.2496111111111111,6.124833333333334
rho75_wall,0.75,all,hotpotqa,gptoss20b,303,hotpotqa-gptoss20b-seed303,-0.010584091780869683,-0.0252130869056994,0.24953819444444444,6.126333333333334
rho75_wall,0.75,all,hotpotqa,qwen35,101,hotpotqa-qwen35-seed101,-0.015187678498572018,-0.02637534731450499,0.25037152777777777,6.1245
rho75_wall,0.75,all,hotpotqa,qwen35,202,hotpotqa-qwen35-seed202,-0.016153664853347256,-0.03622492641115969,0.2479965277777778,6.1370000000000005
rho75_wall,0.75,all,hotpotqa,qwen35,303,hotpotqa-qwen35-seed303,-0.018473996780665285,-0.03512020032728408,0.24992361111111108,6.1255
rho75_wall,0.75,all,strategyqa,gemma3,101,strategyqa-gemma3-seed101,-0.02500621764000993,-0.012759626910109656,0.24962599061944038,6.131246967491509
rho75_wall,0.75,all,strategyqa,gemma3,202,strategyqa-gemma3-seed202,-0.02120151750789386,-0.008907867779776155,0.2489588387514152,6.127850557981563
rho75_wall,0.75,all,strategyqa,gemma3,303,strategyqa-gemma3-seed303,-0.01604104811725343,-0.007323799674502492,0.2473415008895358,6.140950994662785
rho75_wall,0.75,all,strategyqa,gptoss20b,101,strategyqa-gptoss20b-seed101,-0.01753756701653708,-0.0022234135068105823,0.24915089762251333,6.138039786511403
rho75_wall,0.75,all,strategyqa,gptoss20b,202,strategyqa-gptoss20b-seed202,-0.014032570666263936,-0.011076597231392047,0.24729601326217046,6.153566229985444
rho75_wall,0.75,all,strategyqa,gptoss20b,303,strategyqa-gptoss20b-seed303,-0.0042913524180250295,-0.0024923594188521934,0.2493833899401585,6.13391557496361
rho75_wall,0.75,all,strategyqa,qwen35,101,strategyqa-qwen35-seed101,-0.007181571815718213,-0.008473220793677424,0.25014151706291443,6.129063561377972
rho75_wall,0.75,all,strategyqa,qwen35,202,strategyqa-qwen35-seed202,-0.010480374422143723,-0.006569188567865157,0.24939349830179525,6.134400776322174
rho75_wall,0.75,all,strategyqa,qwen35,303,strategyqa-qwen35-seed303,-0.007016826025784591,-0.003690495889718065,0.24824114507520623,6.135613779718583
rho75_wall,0.75,all,webshop,gemma3,101,webshop-gemma3-seed101,-0.013731060606060589,-0.0030485010719468,0.24845486111111112,6.1375
rho75_wall,0.75,all,webshop,gemma3,202,webshop-gemma3-seed202,0.018134255564423125,0.004078838348163323,0.2495138888888889,6.136666666666667
rho75_wall,0.75,all,webshop,gemma3,303,webshop-gemma3-seed303,-0.00012768130745660633,0.0005286537079757977,0.2482291666666667,6.1325
rho75_wall,0.75,all,webshop,gptoss20b,101,webshop-gptoss20b-seed101,0.0003838884951571549,0.0004990093564261425,0.24869791666666666,6.133333333333333
rho75_wall,0.75,all,webshop,gptoss20b,202,webshop-gptoss20b-seed202,0.004960317460317498,0.0005339257671542567,0.24953125,6.1241666666666665
rho75_wall,0.75,all,webshop,gptoss20b,303,webshop-gptoss20b-seed303,0.020120287698412714,0.006126139429758741,0.25026041666666665,6.118333333333333
rho75_wall,0.75,all,webshop,qwen35,101,webshop-qwen35-seed101,-0.008327687443541157,-0.00127560759285363,0.24744791666666668,6.136666666666667
rho75_wall,0.75,all,webshop,qwen35,202,webshop-qwen35-seed202,0.004646373317259422,0.0003058508703654798,0.24861111111111112,6.135833333333333
rho75_wall,0.75,all,webshop,qwen35,303,webshop-qwen35-seed303,-0.019845302619692917,-0.005825211104505105,0.25145833333333334,6.104166666666667
rho80_w2,0.8,2,dbbench,gemma3,101,dbbench-gemma3-seed101,0.0010448816872428157,0.0010922736171267156,0.17851851851851852,6.815555555555555
rho80_w2,0.8,2,dbbench,gemma3,202,dbbench-gemma3-seed202,0.0011201677868345288,0.001972952369952763,0.18118055555555557,6.803888888888889
rho80_w2,0.8,2,dbbench,gemma3,303,dbbench-gemma3-seed303,-0.00015830800405268,8.675859845663769e-05,0.18039351851851848,6.807222222222222
rho80_w2,0.8,2,dbbench,gptoss20b,101,dbbench-gptoss20b-seed101,-0.008618434215183842,-0.015065701336020754,0.18035879629629634,6.808333333333334
rho80_w2,0.8,2,dbbench,gptoss20b,202,dbbench-gptoss20b-seed202,-0.013396004700352496,-0.010113563247729662,0.17982638888888883,6.80888888888889
rho80_w2,0.8,2,dbbench,gptoss20b,303,dbbench-gptoss20b-seed303,-0.019317553877325477,-0.01737040293129936,0.17893518518518517,6.8116666666666665
rho80_w2,0.8,2,dbbench,qwen35,101,dbbench-qwen35-seed101,-0.0010487215204060079,0.0007443803859313869,0.18032407407407405,6.807222222222222
rho80_w2,0.8,2,dbbench,qwen35,202,dbbench-qwen35-seed202,-0.004380622188905596,-0.005457556488063009,0.18038194444444447,6.811111111111111
rho80_w2,0.8,2,dbbench,qwen35,303,dbbench-qwen35-seed303,0.00038647800230305157,0.0005680430985412673,0.18013888888888888,6.808888888888888
rho80_w2,0.8,2,hotpotqa,gemma3,101,hotpotqa-gemma3-seed101,-0.007474256903418612,-0.0068714788423155,0.18180902777777777,6.801333333333333
rho80_w2,0.8,2,hotpotqa,gemma3,202,hotpotqa-gemma3-seed202,-0.010210308072761557,-0.009944921107495286,0.18152430555555554,6.801666666666667
rho80_w2,0.8,2,hotpotqa,gemma3,303,hotpotqa-gemma3-seed303,-0.005105059180051386,-0.007013716798329572,0.18111111111111114,6.803666666666667
rho80_w2,0.8,2,hotpotqa,gptoss20b,101,hotpotqa-gptoss20b-seed101,-0.003743926356149637,-0.009091100997548859,0.18117708333333335,6.802833333333333
rho80_w2,0.8,2,hotpotqa,gptoss20b,202,hotpotqa-gptoss20b-seed202,-0.01086727646385018,-0.009931195859580744,0.18118402777777778,6.803666666666667
rho80_w2,0.8,2,hotpotqa,gptoss20b,303,hotpotqa-gptoss20b-seed303,-0.005901593611605101,-0.009899188199761396,0.18164930555555556,6.802333333333333
rho80_w2,0.8,2,hotpotqa,qwen35,101,hotpotqa-qwen35-seed101,-0.009926560587515287,-0.013473653991896687,0.1819722222222222,6.800166666666667
rho80_w2,0.8,2,hotpotqa,qwen35,202,hotpotqa-qwen35-seed202,-0.010063173268048417,-0.011813979612462389,0.18178125,6.8
rho80_w2,0.8,2,hotpotqa,qwen35,303,hotpotqa-qwen35-seed303,-0.012679056561425575,-0.01566660617327505,0.1819375,6.800833333333333
rho80_w2,0.8,2,strategyqa,gemma3,101,strategyqa-gemma3-seed101,-0.013712722421940346,-0.007866769106275215,0.18197072618469998,6.800097040271713
rho80_w2,0.8,2,strategyqa,gemma3,202,strategyqa-gemma3-seed202,-0.008624346104905941,-0.0045375516112124885,0.1810811903606664,6.802037845705968
rho80_w2,0.8,2,strategyqa,gemma3,303,strategyqa-gemma3-seed303,-0.009896790612187198,0.0016273816708045248,0.18081837295811096,6.8061620572537604
rho80_w2,0.8,2,strategyqa,gptoss20b,101,strategyqa-gptoss20b-seed101,-0.010697475395806602,-0.002110377234954062,0.18125808668930943,6.8034934497816595
rho80_w2,0.8,2,strategyqa,gptoss20b,202,strategyqa-gptoss20b-seed202,-0.0042538196279795675,-0.0021465692905987175,0.18065158499110465,6.8061620572537604
rho80_w2,0.8,2,strategyqa,gptoss20b,303,strategyqa-gptoss20b-seed303,-0.004494093477144338,0.0004240680889200932,0.18123786996603589,6.803250849102377
rho80_w2,0.8,2,strategyqa,qwen35,101,strategyqa-qwen35-seed101,-0.003688647997591129,-0.0019440715390351415,0.1825923904253599,6.799126637554585
rho80_w2,0.8,2,strategyqa,qwen35,202,strategyqa-qwen35-seed202,-0.009414391133316102,-0.00632722614426461,0.18125808668930943,6.805434255215914
rho80_w2,0.8,2,strategyqa,qwen35,303,strategyqa-qwen35-seed303,-0.000843454790823169,0.0002530998187702989,0.18072739770338023,6.8066472586123234
rho80_w2,0.8,2,webshop,gemma3,101,webshop-gemma3-seed101,-0.011245265151515157,-0.0022086274819428007,0.1809375,6.810833333333334
rho80_w2,0.8,2,webshop,gemma3,202,webshop-gemma3-seed202,0.010330761727409765,0.0021870623212822404,0.17965277777777777,6.8133333333333335
rho80_w2,0.8,2,webshop,gemma3,303,webshop-gemma3-seed303,0.0027238678924071946,0.000920318557827963,0.18026041666666667,6.81
rho80_w2,0.8,2,webshop,gptoss20b,101,webshop-gptoss20b-seed101,-0.0020375620127568994,6.842502715205996e-05,0.18336805555555555,6.795833333333333
rho80_w2,0.8,2,webshop,gptoss20b,202,webshop-gptoss20b-seed202,0.0012710813492063933,0.0008783177840674209,0.18151041666666665,6.802499999999999
rho80_w2,0.8,2,webshop,gptoss20b,303,webshop-gptoss20b-seed303,0.015438988095238118,0.004836143730902724,0.18166666666666664,6.803333333333334
rho80_w2,0.8,2,webshop,qwen35,101,webshop-qwen35-seed101,-0.002822944896115583,-0.0008152636306182163,0.18036458333333336,6.81
rho80_w2,0.8,2,webshop,qwen35,202,webshop-qwen35-seed202,0.00213482017279489,0.00014254391516323647,0.18097222222222223,6.8066666666666675
rho80_w2,0.8,2,webshop,qwen35,303,webshop-qwen35-seed303,-0.011009485094850927,-0.0030524152619668863,0.18123263888888888,6.808333333333334
rho80_w4,0.8,4,dbbench,gemma3,101,dbbench-gemma3-seed101,0.003231095679012382,0.002399317050714056,0.19702546296296294,6.545555555555556
rho80_w4,0.8,4,dbbench,gemma3,202,dbbench-gemma3-seed202,0.001398223620445967,-0.0006959865866942491,0.19923611111111114,6.533888888888889
rho80_w4,0.8,4,dbbench,gemma3,303,dbbench-gemma3-seed303,-0.000514501013171261,0.001864039938615521,0.1973958333333333,6.551666666666667
rho80_w4,0.8,4,dbbench,gptoss20b,101,dbbench-gptoss20b-seed101,-0.010703787494036368,-0.01112246205958036,0.19849537037037038,6.542222222222222
rho80_w4,0.8,4,dbbench,gptoss20b,202,dbbench-gptoss20b-seed202,-0.010293772032902456,-0.008354087638633453,0.19751157407407405,6.544444444444444
rho80_w4,0.8,4,dbbench,gptoss20b,303,dbbench-gptoss20b-seed303,-0.021451157364769397,-0.026873840433453793,0.19682870370370367,6.546666666666667
rho80_w4,0.8,4,dbbench,qwen35,101,dbbench-qwen35-seed101,0.0018252557759738848,0.004045459831815525,0.19712962962962963,6.553888888888889
rho80_w4,0.8,4,dbbench,qwen35,202,dbbench-qwen35-seed202,-0.007082396301849074,-0.00959088464201302,0.19800925925925927,6.55
rho80_w4,0.8,4,dbbench,qwen35,303,dbbench-qwen35-seed303,0.0013566166611455228,0.0024392242409909484,0.19899305555555555,6.537222222222223
rho80_w4,0.8,4,hotpotqa,gemma3,101,hotpotqa-gemma3-seed101,-0.008098454004727825,-0.007270178996134025,0.19970486111111116,6.536666666666666
rho80_w4,0.8,4,hotpotqa,gemma3,202,hotpotqa-gemma3-seed202,-0.011149734198061331,-0.012210200210782748,0.19913194444444446,6.5385
rho80_w4,0.8,4,hotpotqa,gemma3,303,hotpotqa-gemma3-seed303,-0.006345271297239052,-0.009565047141768998,0.1992708333333333,6.535833333333334
rho80_w4,0.8,4,hotpotqa,gptoss20b,101,hotpotqa-gptoss20b-seed101,-0.004482352661204374,-0.013824327775872966,0.19920138888888891,6.537499999999999
rho80_w4,0.8,4,hotpotqa,gptoss20b,202,hotpotqa-gptoss20b-seed202,-0.013283864519461877,-0.015195419324193068,0.19940972222222222,6.535833333333334
rho80_w4,0.8,4,hotpotqa,gptoss20b,303,hotpotqa-gptoss20b-seed303,-0.008554590787041868,-0.01523244405886818,0.19990972222222222,6.535
rho80_w4,0.8,4,hotpotqa,qwen35,101,hotpotqa-qwen35-seed101,-0.012844417244662029,-0.02030610422619487,0.20020833333333332,6.531833333333334
rho80_w4,0.8,4,hotpotqa,qwen35,202,hotpotqa-qwen35-seed202,-0.01310603490673871,-0.021775385217150927,0.1997604166666667,6.533999999999999
rho80_w4,0.8,4,hotpotqa,qwen35,303,hotpotqa-qwen35-seed303,-0.0142687579949796,-0.02216023893918828,0.20012847222222221,6.533
rho80_w4,0.8,4,strategyqa,gemma3,101,strategyqa-gemma3-seed101,-0.0177881028284609,-0.010796102955102934,0.19999393498301798,6.535904900533722
rho80_w4,0.8,4,strategyqa,gemma3,202,strategyqa-gemma3-seed202,-0.015988029596116688,-0.007154577618365511,0.1993116205725376,6.533964095099466
rho80_w4,0.8,4,strategyqa,gemma3,303,strategyqa-gemma3-seed303,-0.011387200150808222,0.00018465625702724733,0.1986697396086042,6.542940320232897
rho80_w4,0.8,4,strategyqa,gptoss20b,101,strategyqa-gptoss20b-seed101,-0.014466762314681988,-0.007447022870579957,0.19913472424389456,6.541484716157204
rho80_w4,0.8,4,strategyqa,gptoss20b,202,strategyqa-gptoss20b-seed202,-0.01152810289712806,-0.004615459003409095,0.19795204593239527,6.546094129063562
rho80_w4,0.8,4,strategyqa,gptoss20b,303,strategyqa-gptoss20b-seed303,-0.003088422133917209,-0.004579779738377615,0.19906901989325568,6.540271712760796
rho80_w4,0.8,4,strategyqa,qwen35,101,strategyqa-qwen35-seed101,-0.00519421860885283,-0.006263243048321238,0.20111596312469682,6.528869480834547
rho80_w4,0.8,4,strategyqa,qwen35,202,strategyqa-qwen35-seed202,-0.007056306888333734,-0.007302930321874013,0.19902353226589034,6.541969917515769
rho80_w4,0.8,4,strategyqa,qwen35,303,strategyqa-qwen35-seed303,-6.101587848507858e-05,0.0006487526981374947,0.19887696102215754,6.540271712760796
rho80_w4,0.8,4,webshop,gemma3,101,webshop-gemma3-seed101,-0.01270517676767674,-0.0029133297932490976,0.1994965277777778,6.540833333333333
rho80_w4,0.8,4,webshop,gemma3,202,webshop-gemma3-seed202,0.011394874523366127,0.002424896238305533,0.19782986111111112,6.546666666666667
rho80_w4,0.8,4,webshop,gemma3,303,webshop-gemma3-seed303,0.0011065713312904217,0.0003414795881327796,0.19881944444444444,6.541666666666667
rho80_w4,0.8,4,webshop,gptoss20b,101,webshop-gptoss20b-seed101,0.0004724781478857021,0.0009647486444084863,0.2012673611111111,6.53
